epoch,acc,loss,val_acc,val_loss
0,0.8590408468776732,0.3697229524304767,0.9235873287671232,0.24012937567081966
1,0.9212868905047049,0.23180374341568344,0.8984910102739726,0.2768943192794511
2,0.9317124679213002,0.2045849399948676,0.9386237157534246,0.19897052076045577
3,0.9374599016253208,0.19055292495088993,0.9420483732876712,0.18197128837864388
4,0.9395984816082121,0.18243868251381343,0.9477204623287672,0.16910890229556658
5,0.9421380453378957,0.17670571955735098,0.948148544520548,0.17097112424161337
6,0.9444102865697177,0.17132640285600675,0.9446168664383562,0.17134173721559856
7,0.9465755988023952,0.1659153813139318,0.9449379280821918,0.17257973694956977
8,0.947671621043627,0.16174799835722067,0.9501819349315068,0.16316484660229147
9,0.9490750641573995,0.16065200766942075,0.9448309075342466,0.16560044707347676
10,0.948968135158255,0.15710691826527984,0.9518407534246576,0.15914006420245316
11,0.951788387510693,0.15135645926304614,0.9496468321917808,0.1594288468501237
12,0.9528309452523525,0.14976278620065406,0.9473994006849316,0.16597242205569598
13,0.9529111420017109,0.147351437880856,0.9495933219178082,0.16160324191011183
14,0.9529646065012831,0.1460160805578475,0.9483625856164384,0.16204851777739313
15,0.9534324208725407,0.14521372415861505,0.9485766267123288,0.16073597343128226
16,0.9536061804961505,0.1435050821892592,0.9518942636986302,0.15723238032540843
17,0.9547423011120616,0.1423412979930206,0.942476455479452,0.1804820649128101
18,0.955009623609923,0.13848205462976065,0.9530714897260274,0.153709673300411
19,0.9555041702309667,0.1377979077612288,0.9506635273972602,0.15378965515873
20,0.9543947818648417,0.1399979361199907,0.9513056506849316,0.16206592755162552
21,0.9565868263473054,0.13433483276648447,0.9523758561643836,0.15753648035253767
22,0.9562125748502994,0.13400352320938957,0.9477204623287672,0.16324335792140193
23,0.9569343455945253,0.13268699794983804,0.9429045376712328,0.17855735361729175
24,0.9565199957228401,0.13348957403444256,0.946382705479452,0.16712372290761504
25,0.9581105645851155,0.12866705574471285,0.9506100171232876,0.15852643780359257
26,0.9574155260906758,0.12986997498989652,0.9524293664383562,0.15416869066642877
27,0.9576694824636441,0.12738038405100435,0.950021404109589,0.15720545588227067
28,0.958778870829769,0.12621846504850429,0.9514126712328768,0.1582583902684385
29,0.9578833404619332,0.12652684291434324,0.9534460616438356,0.1574442460128323
30,0.9580704662104362,0.1257130046238863,0.9503424657534246,0.15567294431671705
31,0.9597679640718563,0.12273739856509276,0.9506635273972602,0.159645960809765
32,0.9593135158254918,0.12233657914694236,0.950021404109589,0.16270688986597098
33,0.9603293413173652,0.1204688081293151,0.9496468321917808,0.16002080634982668
34,0.9590996578272027,0.12186387658415568,0.948416095890411,0.16549201663711097
35,0.9598748930710008,0.11971652199585114,0.9471318493150684,0.16645749511630975
36,0.9602224123182207,0.11979311148789804,0.9519477739726028,0.16251035232881517
37,0.9604362703165098,0.11882414970940522,0.9488441780821918,0.1752602824150291
38,0.9605565654405475,0.11793669086058008,0.9487371575342466,0.16705145134131283
39,0.9617595166809239,0.11568573206564343,0.9493257705479452,0.16751646572302975
40,0.961411997433704,0.11550051851876851,0.948683647260274,0.1712865253132194
41,0.9629892001710864,0.11144613505120432,0.9429045376712328,0.18796404611721176
42,0.960476368691189,0.11645560021614983,0.9485231164383562,0.17456260530361012
43,0.9621204020530368,0.11236985346383652,0.9494327910958904,0.18405677724553093
44,0.9615723909324209,0.11373210007044382,0.9491117294520548,0.16881690165410712
45,0.9626550470487596,0.11153490483757647,0.9457940924657534,0.17335880675978244
46,0.9620936698032506,0.11118475301868391,0.9450984589041096,0.17679251608764115
47,0.9612783361847733,0.11193110521004827,0.9420483732876712,0.1878801136698625
48,0.9635639435414884,0.10736894810698143,0.9493257705479452,0.16667344927634686
49,0.9620134730538922,0.10913169057641443,0.9485231164383562,0.17428474799946767
50,0.962735243798118,0.10743182776312578,0.9479345034246576,0.17715461905216415
51,0.9637911676646707,0.10569408802089335,0.9486301369863014,0.18066743576950203
52,0.9624946535500428,0.10635444669688712,0.947880993150685,0.17486523896812983
53,0.9630560307955518,0.10558325145951288,0.9495398116438356,0.18098707012640797
54,0.9633367194183062,0.1051043632123189,0.9464897260273972,0.17763321348529768
55,0.9639114627887083,0.1036598971233065,0.9472388698630136,0.1742544401124477
56,0.9629491017964071,0.10616581679630142,0.9474529109589042,0.17465535604254637
57,0.9636174080410608,0.10344841243767708,0.9452054794520548,0.18927666420206327
58,0.9636441402908469,0.10519384230957889,0.94921875,0.18237887087998886
59,0.9646465996578272,0.10083815216471603,0.9409781678082192,0.18473470894211572
60,0.9641119546621043,0.10275082990536713,0.9452589897260274,0.18007237462275852
61,0.963844632164243,0.10217637478248866,0.943974743150685,0.1843631436094667
62,0.9654886655260907,0.09807420130345056,0.9479880136986302,0.18116655163403142
63,0.9636976047904192,0.10068714471734659,0.9468642979452054,0.18566688373908147
64,0.9643659110350727,0.09997720251631045,0.945044948630137,0.19573395881859254
65,0.9650208511548332,0.0988063799429261,0.9446703767123288,0.18301454092509892
